epoch,train_loss,valid_loss,valid_mse,valid_rmse,valid_mae,valid_r2_score,valid_EVS_score,time
0,0.4983379981742853,0.4246035148761024,0.42460352182388306,0.651616096496582,0.5985825657844543,-4.837200164794922,0.08851271867752075,00:00
1,0.4348291615202897,0.36397519725963384,0.3639751970767975,0.6033035516738892,0.5500763058662415,-4.00371789932251,0.15602892637252808,00:00
2,0.3684130044323796,0.29708403604893596,0.2970840334892273,0.5450541377067566,0.49124348163604736,-3.084137439727783,0.23339104652404785,00:00
3,0.29388762654840994,0.21893397138162624,0.21893396973609924,0.46790382266044617,0.41206595301628113,-2.0097758769989014,0.32451218366622925,00:00
4,0.20529769698382339,0.1311382925583541,0.13113829493522644,0.36213022470474243,0.2977640628814697,-0.8028124570846558,0.41532713174819946,00:00
5,0.11517031853325259,0.05574018677319486,0.05574018508195877,0.23609359562397003,0.1880897432565689,0.23371654748916626,0.47886598110198975,00:00
6,0.05525562347857109,0.036516607904726744,0.03651661053299904,0.19109320640563965,0.148881196975708,0.49799102544784546,0.511338472366333,00:00
7,0.041924591532873354,0.03119510229379853,0.031195102259516716,0.17662134766578674,0.13886334002017975,0.5711480379104614,0.6160920858383179,00:00
8,0.02983694303429136,0.019233209223835014,0.019233210012316704,0.13868384063243866,0.11188749223947525,0.7355930805206299,0.7358400225639343,-1:59:58
9,0.02175379860703065,0.01438844423352575,0.014388443902134895,0.11995184421539307,0.0966670885682106,0.8021960854530334,0.8074048757553101,00:00
10,0.015766296035403575,0.010819193044323131,0.01081919390708208,0.10401535779237747,0.08342252671718597,0.8512640595436096,0.851344645023346,00:00
11,0.01161211413414956,0.008353285262921105,0.008353286422789097,0.09139631688594818,0.06980200111865997,0.8851639032363892,0.8851662278175354,00:00
12,0.008941190753272196,0.007078490374278437,0.007078490220010281,0.08413376659154892,0.05951877310872078,0.9026890397071838,0.9040850400924683,00:00
13,0.007634284399329747,0.006467126629835258,0.006467127241194248,0.08041845262050629,0.05259327217936516,0.9110937118530273,0.9112332463264465,00:00
14,0.007104725812090788,0.006359579372991082,0.006359579972922802,0.07974697649478912,0.049177803099155426,0.9125722050666809,0.9133024215698242,00:00
15,0.006948502541320285,0.006259613241886068,0.006259613204747438,0.07911771535873413,0.04715866968035698,0.9139465093612671,0.9139968156814575,00:00
16,0.006857588029511598,0.006162213401560403,0.00616221409291029,0.07849977165460587,0.04620882868766785,0.9152854681015015,0.9153096675872803,00:00
17,0.006760259820055431,0.006092444519323805,0.0060924445278942585,0.07805411517620087,0.04596429318189621,0.916244626045227,0.9164900779724121,00:00
18,0.0066945777887211155,0.006015825856682713,0.006015826016664505,0.07756175845861435,0.04465411603450775,0.9172979593276978,0.9174923896789551,00:00
19,0.006715942142747131,0.005985902130969463,0.005985902156680822,0.0773686096072197,0.04482368752360344,0.9177093505859375,0.9177460670471191,00:00
20,0.006617778095939209,0.005950063284189423,0.0059500630013644695,0.07713665068149567,0.04424753785133362,0.9182020425796509,0.9184914827346802,00:00
21,0.006591584622082304,0.005903341287484198,0.0059033408761024475,0.07683320343494415,0.04412258416414261,0.9188443422317505,0.918910026550293,00:00
22,0.006527443254167816,0.005859790404150091,0.005859789904206991,0.07654926180839539,0.044026680290699005,0.9194430112838745,0.9195088148117065,00:00
23,0.006476762380768314,0.006122002206697054,0.006122002378106117,0.07824322581291199,0.04528772458434105,0.9158383011817932,0.9186397790908813,00:00
24,0.006487341358948925,0.0058600986662086536,0.005860098637640476,0.07655128091573715,0.045458097010850906,0.9194387793540955,0.9199774861335754,00:00
25,0.006491579098236716,0.006092529721055294,0.006092530209571123,0.07805465906858444,0.045067597180604935,0.9162434935569763,0.918644905090332,00:00
26,0.006477043432907608,0.005907270074622032,0.00590727012604475,0.0768587663769722,0.04454223811626434,0.9187902808189392,0.9206736087799072,00:00
27,0.006431353430700412,0.006011438881692711,0.0060114385560154915,0.07753346860408783,0.044439416378736496,0.9173582792282104,0.9189806580543518,00:00
28,0.006518137061586768,0.0057302088093903894,0.00573020800948143,0.0756981372833252,0.04397948831319809,0.9212244749069214,0.9212477803230286,00:00
29,0.006496702444525929,0.005696512804440925,0.005696512758731842,0.07547524571418762,0.044178955256938934,0.921687662601471,0.9217010736465454,00:00
30,0.006459460108443031,0.0057264866273096,0.005726486444473267,0.07567355036735535,0.0430963896214962,0.9212756156921387,0.9219756126403809,00:00
31,0.006334549266378969,0.0059417427683169126,0.005941742565482855,0.07708270102739334,0.0440901480615139,0.9183164238929749,0.9205358028411865,00:00
