epoch,train_loss,valid_loss,valid_mse,valid_rmse,valid_mae,valid_r2_score,valid_EVS_score,time
0,0.09360983695603295,0.06799524108325046,0.06799522787332535,0.2607589364051819,0.23260903358459473,-0.5192735195159912,-0.5187758207321167,00:00
1,0.08381328451020481,0.05966072433565292,0.059660717844963074,0.2442554384469986,0.21867090463638306,-0.3330484628677368,-0.33113598823547363,00:00
2,0.07477475310506404,0.05191573628618673,0.0519157350063324,0.22785024344921112,0.20391418039798737,-0.15999603271484375,-0.15745031833648682,00:00
3,0.06614782255791922,0.04454416731383903,0.044544171541929245,0.21105489134788513,0.18815085291862488,0.004712998867034912,0.007018327713012695,00:00
4,0.05774754299535627,0.037483595631605277,0.03748360276222229,0.19360682368278503,0.17177198827266693,0.16247320175170898,0.16609805822372437,00:00
5,0.049299724634482324,0.030604385890843678,0.030604388564825058,0.17494109272956848,0.1533403843641281,0.316180944442749,0.32103919982910156,00:00
6,0.04090735259096346,0.024172390896849836,0.02417238987982273,0.1554747223854065,0.13231904804706573,0.45989638566970825,0.4653893709182739,00:00
7,0.03291026281560282,0.01895502739888759,0.01895502768456936,0.13767726719379425,0.11074133962392807,0.5764722228050232,0.5852564573287964,00:00
8,0.0259016480522712,0.015125078657653434,0.015125079080462456,0.12298405915498734,0.09638386219739914,0.6620479226112366,0.6708337068557739,00:00
9,0.02030886710833698,0.01279405289632411,0.012794053182005882,0.11311079561710358,0.08804129809141159,0.7141319513320923,0.7278861999511719,00:00
10,0.0158395994102964,0.010980717243592432,0.010980717837810516,0.10478892177343369,0.07897522300481796,0.7546488046646118,0.7698913216590881,00:00
11,0.012671002953764299,0.009991679454873677,0.009991679340600967,0.0999583899974823,0.06952545791864395,0.7767477035522461,0.790900707244873,00:00
12,0.010913625645436237,0.010178640576228042,0.010178640484809875,0.10088925063610077,0.06415564566850662,0.7725702524185181,0.7900939583778381,00:00
13,0.010397180628977825,0.010054087346316846,0.010054086335003376,0.10027006268501282,0.0599336139857769,0.7753532528877258,0.791387677192688,00:00
14,0.010099368560158648,0.00985262876639337,0.009852629154920578,0.09926041215658188,0.058467548340559006,0.7798545956611633,0.79108726978302,00:00
15,0.009864370180658442,0.009618976364837833,0.009618976153433323,0.09807638078927994,0.05524825304746628,0.785075306892395,0.8023555278778076,00:00
16,0.009689400585815711,0.009430871419380047,0.009430870413780212,0.09711267054080963,0.0536549873650074,0.7892782688140869,0.8037094473838806,00:00
17,0.00950307326415641,0.009206382774867895,0.009206382557749748,0.09594989567995071,0.05351008102297783,0.7942942380905151,0.80390465259552,00:00
18,0.009306780302057976,0.009179276191383784,0.00917927734553814,0.09580854326486588,0.05273185297846794,0.7948998808860779,0.8072847127914429,00:00
19,0.009166605547585124,0.00919847985718148,0.00919848121702671,0.09590870887041092,0.05350063741207123,0.7944707870483398,0.8092928528785706,00:00
20,0.008978374536826074,0.009246185513361831,0.00924618635326624,0.09615709632635117,0.053763460367918015,0.7934048175811768,0.8040884733200073,00:00
21,0.008784624218300317,0.008914986271068362,0.00891498476266861,0.0944191962480545,0.05346996709704399,0.8008051514625549,0.8078315854072571,00:00
22,0.008655835735001933,0.008994846987578036,0.008994847536087036,0.09484117478132248,0.054734401404857635,0.7990207076072693,0.8051159381866455,00:00
23,0.008501224122592695,0.008853491829948192,0.008853491395711899,0.09409299492835999,0.05469384789466858,0.8021791577339172,0.806846559047699,00:00
24,0.008365688924138031,0.008746381186268812,0.008746380917727947,0.0935220867395401,0.05558417737483978,0.8045724034309387,0.8095303177833557,00:00
25,0.008231080319455103,0.008769165518825039,0.00876916665583849,0.09364382922649384,0.0542164146900177,0.8040633201599121,0.8092082738876343,00:00
26,0.008141517639160156,0.008417885727677609,0.00841788575053215,0.09174903482198715,0.053627025336027145,0.8119122385978699,0.8139345049858093,00:00
27,0.00803569345774325,0.009163566893595128,0.009163565933704376,0.09572651237249374,0.058659739792346954,0.7952508926391602,0.7996371984481812,00:00
28,0.007941964033101946,0.008855827746947119,0.008855828084051609,0.09410540759563446,0.057052675634622574,0.8021270036697388,0.8052029609680176,00:00
29,0.00783911358825262,0.00919314469296508,0.009193145669996738,0.0958808958530426,0.06003107130527496,0.7945899963378906,0.7951835989952087,00:00
30,0.007769553183777371,0.008464961695524813,0.008464961312711239,0.09200522303581238,0.05471191927790642,0.8108603954315186,0.8114737272262573,00:00
31,0.0077887086436461235,0.009526682046293481,0.009526682086288929,0.09760472178459167,0.06280002743005753,0.787137508392334,0.7876476049423218,00:00
32,0.007840357829494287,0.00924876131163053,0.009248762391507626,0.09617048501968384,0.056887514889240265,0.7933472990989685,0.7946721315383911,00:00
33,0.007671591143194566,0.009391630354103135,0.009391630999743938,0.09691043198108673,0.059527162462472916,0.7901550531387329,0.7928112149238586,00:00
